title,inception,movement,genre,image_url
Q72166831,1700-01-01T00:00:00Z,Baroque painting,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Lille%20PdBA%20assereto%20st%20thomas.jpg
Q83489716,1601-01-01T00:00:00Z,Baroque painting,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Luis%20Zambrano%2C%20David%20paseando%20en%20triunfo%20la%20cabeza%20de%20Goliat.jpg
Q99848317,1751-01-01T00:00:00Z,Baroque painting,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Jesucristo%20Crucificado%20%28CE1554P%29%20-%20Museo%20de%20Bellas%20Artes%20de%20C%C3%B3rdoba.jpg
Q99849398,1651-01-01T00:00:00Z,Baroque painting,still life,http://commons.wikimedia.org/wiki/Special:FilePath/Giovan%20domenico%20valentino-bodegon.JPG
Q106368789,1700-01-01T00:00:00Z,Baroque painting,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Andres%20perez%20de%20pineda-mbacordoba.jpg
"The Pont des Arts, Paris",1867-01-01T00:00:00Z,en plein air,cityscape,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Le%20Pont%20des%20Arts%20Paris.jpg
Madonna of the Rose Bower,1440-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Stefan%20Lochner%20Madonna%20im%20Rosenhag.jpg
Marienaltar,1400-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Marienaltar-Mensa-IMG%201328.JPG
The Yellow Christ,1889-01-01T00:00:00Z,primitivism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,Cloisonnism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,primitivism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,Cloisonnism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,primitivism,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,Cloisonnism,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,primitivism,figure,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Yellow Christ,1889-01-01T00:00:00Z,Cloisonnism,figure,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Le%20Christ%20jaune%20%28The%20Yellow%20Christ%29%20-%201946-4%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
The Icebergs,1861-01-01T00:00:00Z,Hudson River school,marine art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20The%20Icebergs%20-%201979.28%20-%20Dallas%20Museum%20of%20Art.jpg
The Icebergs,1861-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20The%20Icebergs%20-%201979.28%20-%20Dallas%20Museum%20of%20Art.jpg
The Icebergs,1861-01-01T00:00:00Z,Hudson River school,marine art,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Icebergs%20%28Frederic%20Edwin%20Church%29%2C%201861%20%28color%29.jpg
The Icebergs,1861-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Icebergs%20%28Frederic%20Edwin%20Church%29%2C%201861%20%28color%29.jpg
Manaò tupapaú,1892-01-01T00:00:00Z,primitivism,nude,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Mana%C3%B2%20tupapa%C3%BA%20%28Spirit%20of%20the%20Dead%20Watching%29%20-%201965-1%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
Manaò tupapaú,1892-01-01T00:00:00Z,primitivism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Mana%C3%B2%20tupapa%C3%BA%20%28Spirit%20of%20the%20Dead%20Watching%29%20-%201965-1%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
Manaò tupapaú,1892-01-01T00:00:00Z,primitivism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Mana%C3%B2%20tupapa%C3%BA%20%28Spirit%20of%20the%20Dead%20Watching%29%20-%201965-1%20-%20Albright%E2%80%93Knox%20Art%20Gallery.tiff
Annunciation with St. Margaret and St. Ansanus,1333-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Galer%C3%ADa%20Uffizi%2C%20Florencia%2C%20Italia%2C%202022-09-18%2C%20DD%2026.jpg
Annunciation with St. Margaret and St. Ansanus,1333-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Galer%C3%ADa%20Uffizi%2C%20Florencia%2C%20Italia%2C%202022-09-18%2C%20DD%2026.jpg
Adoration of the Magi,1423-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Gentile%20da%20Fabriano%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg
Madonna and Child with Angels,1410-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20Angels%20MET%20DP254091.jpg
Victory Boogie-Woogie,1942-01-01T00:00:00Z,neoplasticism,abstract art,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondriaan%20Victory%20Boogie%20Woogie.jpg
Wilton Diptych,1390-01-01T00:00:00Z,International Gothic,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Wilton%20diptych.jpg
Wilton Diptych,1390-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Wilton%20diptych.jpg
Broadway Boogie Woogie,1942-01-01T00:00:00Z,neoplasticism,abstract art,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondrian%2C%201942%20-%20Broadway%20Boogie%20Woogie.jpg
Fur Traders Descending the Missouri,1845-01-01T00:00:00Z,Hudson River school,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Caleb%20Bingham%20001.jpg
Fur Traders Descending the Missouri,1845-01-01T00:00:00Z,Hudson River school,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Caleb%20Bingham%20001FXD.jpg
The Oxbow,1836-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Cole%20Thomas%20The%20Oxbow%20%28The%20Connecticut%20River%20near%20Northampton%201836%29.jpg
La Rue Mosnier aux drapeaux,1878-06-30T00:00:00Z,modernism,cityscape,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%2C%20The%20Rue%20Mosnier%20with%20Flags%2C%201878.jpg
Altarpiece of the Saints John,1430-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/BernatMartorell-SantsJoans-6611%20collage.jpg
Aurora Borealis,1865-01-01T00:00:00Z,Hudson River school,marine art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20Aurora%20Borealis%20-%20Google%20Art%20Project.jpg
Aurora Borealis,1865-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20Aurora%20Borealis%20-%20Google%20Art%20Project.jpg
"Looking Down Yosemite Valley, California",1865-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Looking%20Down%20Yosemite-Valley.jpg
Still Life with Profile of Laval,1886-01-01T00:00:00Z,Cloisonnism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Gauguin%2C%20Paul%20-%20Still%20Life%20with%20Profile%20of%20Laval%20-%20Google%20Art%20Project.jpg
Still Life with Profile of Laval,1886-01-01T00:00:00Z,Cloisonnism,still life,http://commons.wikimedia.org/wiki/Special:FilePath/Gauguin%2C%20Paul%20-%20Still%20Life%20with%20Profile%20of%20Laval%20-%20Google%20Art%20Project.jpg
"The Rocky Mountains, Lander's Peak",1863-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/1863%20-%20bierstadt%20landers%20peak.jpg
The Subsiding of the Waters of the Deluge,1829-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Cole%20-%20Subsiding%20of%20the%20Waters%20of%20the%20Deluge%20-%20Smithsonian.jpg
The Subsiding of the Waters of the Deluge,1829-01-01T00:00:00Z,Hudson River school,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Cole%20-%20Subsiding%20of%20the%20Waters%20of%20the%20Deluge%20-%20Smithsonian.jpg
Dance Hall in Arles,1888-01-01T00:00:00Z,Cloisonnism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Tanzsaal%20in%20Arles.jpg
Dance Hall in Arles,1888-12-01T00:00:00Z,Cloisonnism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Tanzsaal%20in%20Arles.jpg
Crucifixion Retable,1393-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Melchior%20Broederlam%20-%20The%20Dijon%20Altarpiece%20-%20WGA03220.jpg
Crucifixion Retable,1393-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Melchior%20Broederlam%20-%20The%20Dijon%20Altarpiece%20-%20WGA03220.jpg
Crucifixion Retable,1398-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Melchior%20Broederlam%20-%20The%20Dijon%20Altarpiece%20-%20WGA03220.jpg
Crucifixion Retable,1398-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Melchior%20Broederlam%20-%20The%20Dijon%20Altarpiece%20-%20WGA03220.jpg
Kindred Spirits,1849-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Asher%20Durand%20Kindred%20Spirits.jpg
Niagara,1857-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Niagara%20by%20Frederic%20Edwin%20Church%2C%201857%20-%20Corcoran%20Gallery%20of%20Art%20-%20DSC01135.JPG
"A Storm in the Rocky Mountains, Mt. Rosalie",1866-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Bierstadt%20-%20A%20Storm%20in%20the%20Rocky%20Mountains%2C%20Mt.%20Rosalie%20-%20Google%20Art%20Project.jpg
Q17492114,1888-01-01T00:00:00Z,Cloisonnism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89mile%20Bernard%20La%20Moisson%201888.jpg
A Dream of Italy,1865-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Dream%20of%20Italy%20by%20Robert%20S.%20Duncanson.jpg
"Niagara Falls, from the American Side",1867-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20Niagara%20Falls%2C%20from%20the%20American%20Side%20-%20Google%20Art%20Project.jpg
"Niagara Falls, from the American Side",1867-01-01T00:00:00Z,Hudson River school,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20Niagara%20Falls%2C%20from%20the%20American%20Side%20-%20NG%20799%20-%20National%20Galleries%20of%20Scotland.jpg
The Tree,1917-01-01T00:00:00Z,modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Tree%20by%20John%20Marin.jpg
Under the Pandanus (I Raro te Oviri),1891-01-01T00:00:00Z,primitivism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20I%20Raro%20te%20Oviri%20%281891%29.jpg
Boy in Short Pants,1918-01-01T00:00:00Z,modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20-%20Boy%20in%20Short%20Pants%20-%201977.1%20-%20Dallas%20Museum%20of%20Art.jpg
Breton Women Attending a Pardon,1892-01-01T00:00:00Z,Cloisonnism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89mile%20Bernard%20-%20Les%20femmes%20bretonnes%20%C3%A0%20la%20pri%C3%A8re.jpg
Breton Women Attending a Pardon,1892-01-01T00:00:00Z,Cloisonnism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89mile%20Bernard%20-%20Les%20femmes%20bretonnes%20%C3%A0%20la%20pri%C3%A8re.jpg
"Composition II in Red, Blue, and Yellow",1930-01-01T00:00:00Z,neoplasticism,abstract art,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondriaan%2C%201930%20-%20Mondrian%20Composition%20II%20in%20Red%2C%20Blue%2C%20and%20Yellow.jpg
The Seed of the Areoi,1892-01-01T00:00:00Z,primitivism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Te%20aa%20no%20areois%20-%20Google%20Art%20Project.jpg
Altarpiece of Saint Michael the Archangel,1415-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/JoanMates-StMiquel-6631.jpg
The Grey Dance,1928-01-01T00:00:00Z,modernism,still life,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A4in%C3%B6%20Kunnas%20-%20The%20Grey%20Dance.jpg
Seated Lady,1913-01-01T00:00:00Z,modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Valle%20Rosenberg%20sittande%20dam%201913%2002.jpg
Four Element Composition,1930-01-01T00:00:00Z,modernism,composition,http://commons.wikimedia.org/wiki/Special:FilePath/Four%20Element%20Composition%20Mainie%20Jellett.jpg
Female Model Standing Before a Mirror,1841-01-01T00:00:00Z,Danish Golden Age,nude,http://commons.wikimedia.org/wiki/Special:FilePath/Henriques%2C%20Sally%20-%20Female%20model%20Standing%20Before%20a%20Mirror.jpg
Female Model Standing Before a Mirror,1841-01-01T00:00:00Z,Danish Golden Age,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Henriques%2C%20Sally%20-%20Female%20model%20Standing%20Before%20a%20Mirror.jpg
Altarpiece of Saint John the Baptist and Saint Stephen,1410-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20Badalona%20-%20Altarpiece%20of%20Saint%20John%20the%20Baptist%20and%20Saint%20Stephen%20-%20Google%20Art%20Project.jpg
Abstract Composition,1915-01-01T00:00:00Z,vorticism,abstract art,http://commons.wikimedia.org/wiki/Special:FilePath/Jessica%20Dismorr%20-%20Abstract%20composition%201915.jpg
Dolls by Witold Wojtkiewicz,1906-01-01T00:00:00Z,modernism,figurative art,http://commons.wikimedia.org/wiki/Special:FilePath/Witold%20Wojtkiewicz%20-%20Dolls%20-%20Google%20Art%20Project.jpg
Dolls by Witold Wojtkiewicz,1906-01-01T00:00:00Z,modernism,figurative art,http://commons.wikimedia.org/wiki/Special:FilePath/Witold%20Wojtkiewicz%20-%20Dolls%20-%20MP%20352%20-%20National%20Museum%20in%20Warsaw.jpg
Sea and a rocky shore painting by Lea von Littrow,1914-01-01T00:00:00Z,modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Camilla%20Leontine%20von%20Littrow%20-%20Rocky%20seaside%20-%20M.Ob.1540%20-%20National%20Museum%20in%20Warsaw.jpg
Sea and a rocky shore painting by Lea von Littrow,1914-01-01T00:00:00Z,modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Littrow%20Sea%20and%20a%20rocky%20shore.jpg
Reclining female nude.,1920-01-01T00:00:00Z,modernism,nude,http://commons.wikimedia.org/wiki/Special:FilePath/Favory%20Reclining%20female%20nude.jpg
Saint John the Baptist preaching to the Levites table,1430-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Ret.Sants-Joans%20JoanBaptista%20sacerdots%20levites.jpg
Altarpiece of the Saints John,1430-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Martorell-Vinaixa.jpg
Table of Saints John. Central pannel,1430-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/BernatMartorell-SantsJoans-6611%20central.jpg
Saint John the Evangelist poisoned,1430-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/BernatMartorell-SantsJoans-6611%20JoanEvangelista%20emmenitzat.jpg
A View from Wilder's Wharf. A Ship unloading and drying Sails.,1830-01-01T00:00:00Z,Danish Golden Age,marine art,http://commons.wikimedia.org/wiki/Special:FilePath/Parti%20fra%20Wilders%20Plads%20%28Eckersberg%29.JPG
Resurrection of Lazarus,1461-01-01T00:00:00Z,International Gothic,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Froment%20-%20Triptych%20-%20WGA8309.jpg
House at the bottom of a park,1888-01-01T00:00:00Z,synthetism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20au%20fond%20d%27un%20parc.jpg
Q72192569,1600-01-01T00:00:00Z,Bolognese School,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Lille%20PdBA%20marchesi%20christ%20tombeau.JPG
The Flight into Egypt,1600-01-01T00:00:00Z,Bolognese School,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Giacomo%20Francia%20Huida%20a%20Egipto%20Palais%20des%20Beaux-Arts%2C%20Lille.jpg
Returning from the Plot,1896-01-01T00:00:00Z,Catalan modernism,Noucentisme,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Llimona%20-%20Returning%20from%20the%20Plot%20-%20Google%20Art%20Project.jpg
La Paloma,1904-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Isidre%20Nonell%201904%20--%20La%20Paloma.jpg
Boys Eating Grapes and Melon,1650-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20-%20Trauben-%20und%20Melonenesser.jpg
Ramon Casas and Pere Romeu on a Tandem,1897-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/15-10-27-Els%20Quatre%20Gats-RalfR-WMA%202740a.jpg
Flors desfullades,1894-01-01T00:00:00Z,Catalan modernism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Flores%20deshojadas%20%28Ram%C3%B3n%20Casas%29.jpg
Ramon Casas and Pere Romeu in an Automobile,1901-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20Ramon%20Casas%20and%20Pere%20Romeu%20in%20an%20Automobile%20-%20Google%20Art%20Project.jpg
Self-portrait,1883-01-01T00:00:00Z,Catalan modernism,self-portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20Self-portrait%20-%20Google%20Art%20Project%20%28BQEzzZ6uv77jlw%29.jpg
Bal du Moulin de la Galette,1890-01-01T00:00:00Z,Catalan modernism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20i%20Carb%C3%B3%2C%201890-91%20-%20Baile%20en%20el%20Moulin%20de%20la%20Galette.jpg
Q9011078,1900-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Enric%20Borr%C3%A0s%20en%20Manelic%20Angel%20Guimera%20de%20Ramon%20Casas-MAE-75667.jpg
Q9015019,1899-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jove%20decadent.jpg
Q9068398,1890-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Retrat%20de%20les%20senyoretes%20N.N..jpg
Polish Hamlet. Portrait of Aleksander Wielopolski,1903-01-01T00:00:00Z,Young Poland,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jacek%20Malczewski%2C%20Hamlet%20Polski%20-%20Portret%20Aleksandra%20Wielopolskiego.jpg
Q11679864,1894-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Abans%20del%20bany.jpg
Q11679864,1894-01-01T00:00:00Z,Catalan modernism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Abans%20del%20bany.jpg
Q11919418,1896-01-01T00:00:00Z,Catalan modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Rusi%C3%B1ol%20i%20Prats%2C%20Entrada%20al%20cementiri%20de%20S%C3%B3ller.jpg
Public Exhibition of a Picture,1888-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/%28Barcelona%29%20Exposici%C3%B3%20p%C3%BAblica%20d%27un%20quadre%2C%20de%20Joan%20Ferrer%20Mir%C3%B3%20-%20Museu%20Nacional%20d%27Art%20de%20Catalunya.jpg
Q11924274,1909-01-01T00:00:00Z,Catalan modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Rusi%C3%B1ol.%20Girona.jpg
Q11937478,1899-01-01T00:00:00Z,Catalan modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas-%20Montmartre-BMVB.jpg
Q11945406,1893-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Retrat%20de%20la%20nena%20Sard%C3%A0.jpg
Bulls (Dead Horses),1886-01-01T00:00:00Z,Catalan modernism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20Bulls%20%28Dead%20Horses%29%20-%20Google%20Art%20Project.jpg
Mt. Aetna from Taormina,1871-01-01T00:00:00Z,Luminism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.%20Aetna%20from%20Taormina%20by%20William%20Stanley%20Haseltine.jpg
"Sunset, Haywagon in the Distance",1800-01-01T00:00:00Z,Luminism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Sunset%20Haywagon%20in%20the%20Distance%20by%20Martin%20Johnson%20Heade.jpg
The offering,1913-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Saturnino%20Herr%C3%A1n%20-%20The%20offering%20-%20Google%20Art%20Project.jpg
Q19300766,1893-01-01T00:00:00Z,Catalan modernism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/La%20nena%20de%20la%20Clavellina%20Qualitat.tif
Cotopaxi,1862-01-01T00:00:00Z,Luminism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Cotopaxi%20church.jpg
Cotopaxi,1862-01-01T00:00:00Z,Luminism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Edwin%20Church%20-%20Cotopaxi%20-%2076.89%20-%20Detroit%20Institute%20of%20Arts.jpg
The Geologist,1860-01-01T00:00:00Z,Post-romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Spitzweg%20025.jpg
Moroccan Pilgrimage,1920-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/011722-000%20Pelegrinatge%20marroqu%C3%AD.jpg
The Madwoman,1908-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/011878-000%20La%20boja.webp
La Toilette,1899-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/011732-La%20toilette.webp
La Toilette,1911-01-01T00:00:00Z,Costumbrismo,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/011732-La%20toilette.webp
Portrait of sculptor Konstanty Laszczka.,1894-01-01T00:00:00Z,Young Poland,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B3zef%20Mehoffer%20-%20Portrait%20of%20Konstanty%20Laszczka%2C%20sculptor%20-%20MP%205528%20-%20National%20Museum%20in%20Warsaw.jpg
"Portrait of artist's wife, Jadwiga (nee Janakowska)",1907-01-01T00:00:00Z,Young Poland,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B3zef%20Mehoffer%20-%20Portrait%20of%20artist%E2%80%99s%20wife%2C%20Jadwiga%20n%C3%A9e%20Janakowska%20-%20MP%20364%20-%20National%20Museum%20in%20Warsaw.jpg
Wisteria in bloom.,1911-01-01T00:00:00Z,Young Poland,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Oku%C5%84%20-%20Wisterias%20in%20bloom%20-%20MP%20940%20-%20National%20Museum%20in%20Warsaw.jpg
Wisteria in bloom.,1911-01-01T00:00:00Z,Young Poland,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Oku%C5%84%20Wisteria%20in%20bloom.jpg
Portrait of Mrs Herse.,1908-01-01T00:00:00Z,Young Poland,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Oku%C5%84%20-%20Portrait%20of%20Mrs.%20Herse%20-%20MP%20191%20-%20National%20Museum%20in%20Warsaw.jpg
Portrait of Mrs Herse.,1908-01-01T00:00:00Z,Young Poland,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Oku%C5%84%20Portrait%20of%20Mrs%20Herse.jpg
Dolls by Witold Wojtkiewicz,1906-01-01T00:00:00Z,Young Poland,figurative art,http://commons.wikimedia.org/wiki/Special:FilePath/Witold%20Wojtkiewicz%20-%20Dolls%20-%20Google%20Art%20Project.jpg
Dolls by Witold Wojtkiewicz,1906-01-01T00:00:00Z,Young Poland,figurative art,http://commons.wikimedia.org/wiki/Special:FilePath/Witold%20Wojtkiewicz%20-%20Dolls%20-%20MP%20352%20-%20National%20Museum%20in%20Warsaw.jpg
The Adoration of the Magi,1501-01-01T00:00:00Z,renaissance art,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Prodigal%20Son%20Adoration%20of%20the%20Magi.jpg
The Indian Church,1929-01-01T00:00:00Z,Catalan modernism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Emily%20Carr%20-%20Indian%20Church.jpg
